tweet,sentiment,
"@VIVAcoid Vaksin bukan membuat orang tidak terjangkit Covid 19,tapi sdh punya antibodi utk melawan Infeksi Virus,itu kalau diSwab ya bisa aja Ada Reaksi dari Virus nya...",neg,
Babinsa Desa Mayungan Koramil 08 Ngawen Kodim 0723 Klaten Serma Suratmin melaksanaka Monitoring/Pendampingan Skrining Vaksin Covid 19  warga Desa Mayungan Kec. Ngawen Kab. Klaten.  https://t.co/YlOHjahhTw,netral,
"Banyak yg ambil untung dr Covid-19 ini, ada Proyek obat, hazmat, masker,alat kesehatan, vaksin ,korup bansos  Kami yg menantang maut demi menolong sesama, byk menelan derita...di PHP in insentif , dituduh konspirasi,bahkan jasad kami ditolak saat mati kr Covid",neg,
"100,000 pekerja Malaysia di Singapura bakal terima vaksin  PONTIAN, 14 MAC; Seramai 100,000 rakyat Malaysia yang bekerja di Singapura dijangka akan menerima suntikan vaksin Covid-19 menerusi fasa kedua pelaksanaan Program Imunisasi Covid-19 Kebangsaan..   https://t.co/fWHQWTRuox  https://t.co/z9sKdCTjw0",netral,
"Asumsi akhirnya merespon komentar netijen tentang judul berita wagub NTB yg sudah vaksin 2x namun tetap terpapar covid-19 dengan mengganti judulnya, mantaplah tp sudah seharusnya",netral,
Kemenhub harap Distribusi Vaksin Covid-19 di Daerah tidak Tertunda  https://t.co/Fu6I2ui9mQ  https://t.co/mTa6pnbzpU  https://t.co/mTa6pnbzpU  https://t.co/mTa6pnbzpU  https://t.co/9NjWjURzHc,netral,
Presiden PAS terima suntikan vaksin Covid-19  https://t.co/NWsTvXUWjv  https://t.co/xbogxayBMN,netral,
"Ini keren,ngerti skala prioritas. Semoga bisa buat inspirasi daerah lain.   https://t.co/SGhmee0AD4  Pemkot Solo mengajukan tambahan vaksin untuk mempercepat vaksinasi COVID-19. Kapan dan berapa tambahan vaksin akan tiba, belum bisa dipastikan.",pos,
"Pemkot Solo mengajukan tambahan vaksin untuk mempercepat vaksinasi COVID-19. Kapan dan berapa tambahan vaksin akan tiba, belum bisa dipastikan.  https://t.co/31tC3Rh4bK",netral,
"@blogdokter Dok, bayi umur 1 tahun belum boleh vaksin covid ya?",netral,
"@akunsukasukal4 Vaksin memang tidak membuat orang jadi kebal, tapi membuat tidak fatal ketika tertular covid",pos,
Penimbunan Vaksin Covid-19 di AS Picu Kesenjangan Vaksin Global  https://t.co/NLOxknffhb  https://t.co/47wIUW9Dgq,neg,
"Apakah makna vaksin covid bagi bangsa Indonesia? Vaksin tidak akan mengakhiri pandemi, itu pasti! Tapi merupakan kesempatan kedua bagi pemimpin bangsa ini agar tidak mengulang kebodohan yg sama spt tahun lalu dalam mengatasi varian covid baru",pos,
"Gegara China, Persaingan Distribusi Vaksin Covid-19 Mulai Memanas   https://t.co/JmvbF6l1zW #aktual #newsupdate #beritaviral",netral,
@salahsambungya Varian itu akan banyak krn mutasi virus itu hal wajar.. jgn pesimis krn once tubuh di vaksin maka tubuh akan membentuk antibodi thd covid19 thd varian apapun dr covid,pos,
Anggota DPR usul Suket Vaksin Covid-10 jadi pengganti Suket Rapid Antigen  banyak kemudahan diperoleh setelah vaksin   https://t.co/TE1QIuNELF,pos,
"Makin aneh aneh aja ya pertanyaan orang ...  Dr yang nanya program, pendidikan, beasiswa, perbankan, foodcost, ULP, skripsi, revisi tesis, PTS, soal ukom, Simak, CPNS, kode promo, tes covid, vaksin ... dll ... apaaaaa sajaaa ... Kalian boleh tanya apa saja kok ... 🥲  https://t.co/lgK7UVSs5b",neg,
Awas! Jangan Ketipu Isi Google Form Palsu untuk Vaksin Covid  https://t.co/bXPSwxwZvT,neg,
"@kharimakharima1 Aamiin Emang masih percaya covid?..asal jangan mau urusan sama rumah sakit jangan mau di vaksin InsyaAlloh nda bakalan kena virus, ini cara licik strategi naga hati-hati Wes suruh mulih toh.. keburu puasa",neg,
"Buat temen2 yg udh dpt jadwal vaksin covid 19 saran gw jaga betul2 kondisi badan ya sebelum di vaksin. Krn efeknya di gw kebetulan kurang bagus, ya kaya meriang/demam sih. Udh 3 hari gw demam.",neg,
Gawat! Menkes Akui Stok Vaksin Covid-19 Makin Terbatas  https://t.co/YmYfnRA2Ci,neg,
"Sejak Januari lalu, dimulai vaksinasi Covid tahap pertama. Namun program ini tidak lepas dari hoaks.   Apa saja berita bohong soal vaksin yang tersebar? Bgmn agar tidak terseat oleh berita bohong?  BESOK, kami obrolin di #RuangPublikKBR bersama Donny Budi Utoyo - Ketua ICT Watch.  https://t.co/lCo0fCISYT",netral,
"Sudah Disuntik 2 Dosis Vaksin Sinovac, Wagub NTB Positif COVID-19 . . .  https://t.co/PcaLN7aZY9",neg,
"Sudah Disuntik Vaksin 2 Kali, Wagub NTB Positif COVID-19  https://t.co/caWdrLoEtq  https://t.co/dOeF6GlO5G",neg,
Vaksin Jadi Senjata Terbaik Pemusnah Covid-19 #VaksinCorona #Sinovac  https://t.co/AucfwL8sg1,pos,
Sepakat... sebagai media yg memberikan wadah utk menyampaikan informasi secara bebas.. twitter wajib utk mengawasi  Twitter Labeli Cuitan Berisi Hoaks Vaksin COVID-19                                          OTOTEKNO                              4 jam lalu  https://t.co/r6Xsr6LhPR,pos,
"Heran Knp Ya Pd Mau Di Vaksin Covid. Lu pd Gk percaya Tuhan Apa ya. Hidup,Mati &amp; Jodoh Udh Ada Yg Ngatur. Pd Takut Mati Lu ya.",neg,
"Dinkes Lebong Gelar Vaksin Covid-19, Kopli Ansori-Fahrurrozi Pertama Disuntik    //portalbengkulu.com/2021/03/dinkes-lebong-gelar-vaksin-covid-19-kopli-ansori-fahrurrozi-pertama-disuntik/",netral,
Gawat! Menkes Akui Jumlah Vaksin Covid-19 Terbatas  https://t.co/WqJlsBX5mp,neg,
Guys doain ya bsk aku vaksin covid 19,pos,
"@hotradero @yudisanjaya Di SG, OZ, NZ, JPN dll gk perlu ngebet buru2an divaksin. Covid bs dikendalikan tanpa vaksin. Sekolah jln, ke bioskop bisa, ngafe aman ",neg,
"Sebanyak 115 wartawan di Kota Cirebon, Jawa Barat, sudah terdaftar sebagai penerima vaksin COVID-19 yang akan dilaksanakan, Senin (15/3/2021). #publisherstory  https://t.co/iKgSdRqNqt",netral,
"udah ada yang tau belom? klo pemerintah saudi cuma mau nerima calon jemaah haji dan umroh yang sudah di vaksin covid 19. jadi yang antivak coba aja nyoba buat umroh, kli nyampe jeddah disuruh pulang ",netral,
"Ahli Dewan Undangan Negeri (Adun) Kadmaian Datuk Ewon Benedick menerima suntikan vaksin Covid-19, Pfizer-BioNTech, hari ini.   https://t.co/BqConaWVba",netral,
sertu sampoli koramil matesih mendamping Purnawirawan Basirun dan istri utk melaks Vaksin covid 19 di Benteng Vansterburg surakarta  https://t.co/ujU8xKDCI3,netral,
Dokter dokter sibuk campaign VAKSIN seolah olah VAKSIN itu FINISHING COVID  tapi mereka bungkam Efek dari VAKSIN ada yang Lumpuh ada yang positif dll,neg,
sertu sampoli koramil matesih mendamping Purnawirawan Basirun dan istri utk melaks Vaksin covid 19 di Benteng Vansterburg surakarta  https://t.co/UFUlcr5qH8,netral,
"Per 14 Maret 2021, vaksin COVID-19 dosis 1 telah diberikan ke 4.020.124 orang, mencakup 9,96 persen dari total target vaksinasi di Indonesia hingga tahap kedua.  #vaksincorona   https://t.co/RsXYfDMWEC",pos,
Sebaiknya pemerintah Stop campaign WAJIB  VAKSIN karna Tidak ada jaminan Vaksin sebagai Finishing dari covid dan Juga Tidak ada Pertanggungjawaban PASCA VAKSIN  Yang Lumpuh karna Vaksin yang positif setelah divaksin itu mau minta tanggung jawab kesiapa?  Dokter dokter pun Bungkam,neg,
Kupas Tuntas Pro Kontra Vaksin Covid-19 di Indonesia | Fakta On The Move  https://t.co/yFxUPhMIkh,netral,
"Presiden Joko Widodo  (@jokowi) menyatakan pemerintah Indonesia sangat mendukung inovasi yang dikembangkan para inovator di masa pandemi Covid-19, termasuk vaksin Merah Putih dan Nusantara.    https://t.co/h5rJItJh5x",pos,
Dinkes Bangkalan Bantah Vaksin Covid 19 Kedaluwarsa  https://t.co/zu8ePza0uq #Berita #Terkini #News #beritajatim #Jatim,neg,
"Vaksin bagian upaya untuk menolong kita agar tidak tertular (Covid-19) dan tidak menularkan orang lain.   Tetap jaga 5M (memakai masker, mencuci tangan, menjaga jarak, menghindari kerumunan, &amp; mengurangi mobilitas keluar)  Rendy Alexander Chuang (Rohaniwan Kristen)  https://t.co/gHqqcyx6ya",pos,
@kompascom Kalo sudah vaksin masih bisa positif covid-19 &amp; meninggal karenanya ga?,netral,
Penimbunan vaksin COVID-19 di AS picu kesenjangan vaksin global  https://t.co/abTUrl8FRV  https://t.co/LNGFGiDitB,pos,
"4.020.124 orang Indonesia sudah jalani vaksinasi COVID-19 Berdasarkan data dari Satgas Penanganan COVID-19, dari 4.020.124 orang tersebut, sebanyak 1.460.222 orang sudah diberikan vaksin dosis kedua, atau bertambah 5.386 orang dari sebelumnya.  @jokowi lawan pandemi  https://t.co/WG7Pm6PACq",pos,
"@linusmanik @jokowi Pelaksanaan Vaksinasi utk Kota Tebing Tinggi saat ini msh Dinas Kesehatan, Pejabat Daerah, TNI/POLRI, dan Petugas SATGAS COVID-19. Untuk masyarakat umum memang belum di laksanakan.Tapi Pemko Tebing Tinggi sudah menyiapkan hal2 yg dbutuhkn terkait alokasi vaksin ke masyarakat umum",netral,
"Data 14 Maret: Tambah 4.714, Total 1.419.455 Orang Terinfeksi Covid-19 #SatuanTugas #PenerimaVaksinCovid19 #Virus #Vaksin  https://t.co/xNJuCxoc25  https://t.co/fFBkX8LlBB",pos,
"Loh, kok bisa?  ""Dalam kemasan Sinovac tercatat vaksin Covid-19 ini akan kadaluarsa sampai 2023, namun dipercepat menjadi 25 Maret 2021 atau hanya berlaku selama enam bulan.""  https://t.co/35vJnMK6tI",netral,
"@CoachZach6 Kan dr awal udah disosialisasikan kl kita msh bisa kena covid meski sdh vaksin, hny ga akan parah ...   Let's see yhaa",neg,
VAKSIN COVID Hanya Mengurangi Keganasan dan Kematian Akibat Virus  https://t.co/dYfiYyCU3G,netral,
"@pengabdilaptop Kalau udah vaksin semua kali yak, covid udah ngga ada. Tapi kapaaaaan ",netral,
"Sebanyak 115 wartawan di Kota Cirebon, Jawa Barat, sudah terdaftar sebagai penerima vaksin COVID-19 yang akan dilaksanakan, Senin (15/3/2021). #publisherstory  https://t.co/ZJvsDtFP4c",netral,
"Pak @hendrarprihadi &amp; Pak @ganjarpranowo vaksin covid utk lansia di semarang gmn nggih? sdh coba daftar d link dinkes semarang 1-2 mggu lalu, datang k puskesmas (gayamsari) &amp; telp kemenkes 119 blm dpt konfirmasi/jadwal yg dijanjikan lewat hp. trm kasih",netral,
"Besok, Penerima Vaksin Covid-19 Tahap II Dosis Pertama di Riau akan Disuntik Dosis Kedua  https://t.co/FlCw9JKzId",netral,
"Membantu pendaftaran warga di Seberang Jaya untuk Program Vaksinasi COVID-19 pagi tadi.  Daftar sekarang untuk mendapatkan vaksin anda kelak  Lindung diri, lindung semua!   #LindungDiriLindungSemua  #seberangjaya #permatangpauh  https://t.co/4s8L4paLgU",netral,
@Asukmanug emg lek ws pernah covid ga di vaksin?,netral,
Arab Saudi Sudah Beri Lebih dari 2 Juta Dosis Vaksin COVID-19 -  https://t.co/rpFH8cdK6A  https://t.co/gqqjAAr0cM,pos,
"@kompascom Percepatan biar apa ?? Ga jaminan bebas covid Cuy . . . Bnyak yg dah lengkap di vaksin tetep positif juga . . Perketat prokes aja dulu lah iso ora , coba...",neg,
"Media barat ngamuk abis dibombardir isu astrazeneca gak aman sekarang nyerang balik sinovac , intinya apa , semua vaksin covid memiliki resiko kematian berati wkwkwk   https://t.co/jg8Ncf9jXC",neg,
@monsterhiphoop @SahabatSaber Katanya vaksinnya dh mao expired krn dh mo 2 thn pdhal covid br jalan setahun... Pertanyaannya tuh yg disuntik vaksin apaan...??  https://t.co/2yldXPufDn,neg,
"""Kita orang Islam tak boleh berserah sahaja, ikhtiar kena ada. Mencegah penyakit sangat penting dan dituntut dalam agama” - Ahli Parlimen Marang, Dato' Seri Abdul Hadi Awang selepas menerima suntikan dos pertama vaksin COVID-19.   #LindungDiriLindungSemua  https://t.co/p9csfXBEti",pos,
3 Hal Terkait Vaksin Covid-19 Sinovac Batch 1 yang Hampir Kedaluwarsa  https://t.co/84ylvrjeLS,netral,
@googiechy pernah tapi bukan vaksin covid,netral,
Apakah alat tes Covid-19 harus dibedakan antara orang yg sudah vaksin dgn orang2 yg belum menerima vaksin sama sekali??,netral,
"WADUH Ada Vaksin COVID 19 Kadaluarsa, Beredar Pada Vaksinasi Tahap Pertama  https://t.co/FnY8JwMNhk",neg,
@MaisarraAnuar Salah cucuk vaksin kot. Mesti atok dapat vaksin anwar bukan vaksin covid,neg,
"Kemenkes Upayakan 1,5 Juta Suntikan Vaksin Covid-19 Per Hari  https://t.co/DdNBv34bDf",netral,
"Sudah 2 Kali Disuntik Vaksin, Wagub NTB Positif COVID-19  https://t.co/BumTlO7Ssa lewat @kalderadotid",neg,
"Vaksinasi Covid-19 Ditargetkan Rampung Juni 2021, Kadinkes Harapkan Vaksin Sinovac Datang Besok  https://t.co/Z6RqvGjrKw  https://t.co/DOAvfoIFga",netral,
Gugus Tugas Covid-19 Mencatat 4.020.124 Orang Indonesia Telah Disuntik Vaksin  https://t.co/85Fkx0GlIf,pos,
@ainunnajib Saking beraninya bangsa ini sampe2 vaksin aja dipolitisasi  Bukannya covid gak serem? ,neg,
"Covid-19, Italia Targetkan 80 Persen Populasi Dapat Suntik Vaksin  https://t.co/4gUzHeXcEN #TempoDunia",netral,
Melihat Vaksin Covid-19 dari Sudut Pandang Teologi  https://t.co/5RpEDkTSA5,netral,
Pusat layanan publik vaksinasi yang pertama di Kabupaten Tangerang memecahkan rekor memberi vaksin covid-19 pada 4.500 pasien. #vaksinasiCovid-19massal  https://t.co/WggxvjDwB0,pos,
mari wujudkan Indonesia bebas covid-19 dengan cara kita vaksin. ayo vaksin  https://t.co/XbDDjD0ISt,pos,
"Minat Vaksinasi Covid-19 Tinggi, Dinkes Cianjur Minta Pemerintah Pusat Tambah Jumlah Dosis Vaksin  https://t.co/IGz5QlHqfp",pos,
Kemkes Tegaskan Vaksin Covid-19 Masih Efektif untuk Mutasi Virus  https://t.co/eMci8LYiqb  https://t.co/p6HMKgpIfn,netral,
"@intisari929 @drpriono1 @jokowi @univ_indonesia @bsantono @BudiGSadikin @erickthohir @tirta_hudhi @KemenkesRI @KemenBUMN Sudah baca semua isi beritanya mas?   Ada penjelasan sangat jelas di tiap artikelnya.   Selain itu, jangan salah kaprah anggap vaksin = bikin kebal covid. Memang tetap masih bisa positif kalo terpapar virusnya, tp resiko fatal jadi berkurang.",pos,
Cah barangkali ada yg tau. .  Kalau mau vaksin covid tapi kondisi kitanya puasa itu gakpapa kan? ,netral,
@jokowi Lawan Pandemi  Inilah Alasan Indonesia🇮🇩 Beli Vaksin Covid-19 di Banyak Negara  https://t.co/oNNuzTvM9t,netral,
"@provost_11 @jusdalle Vaksin covid memang bukan anti covid, mas. Vaksin itu virus yg sudah dijinakkan. Dimasukkan ke tubuh, agar tubuh menghasilkan antibodi nya.  Salah kaprah kalo vaksin dianggap obat dan bikin kebal. Fungsinya mengurangi resiko seminimal mungkin.",pos,
@VIVAcoid La dipikirnya mentang2 dah divaksin trs kaga bakalan kena covid?? itu kan cm vaksin supaya imun kekebalan tubuh cepet bereaksi karena adh mengenali penyakit nya,pos,
"Alhamdulillah, hari ini saya telah menerima suntikan vaksin COVID-19 di Klinik Kesihatan Chendering.  https://t.co/NlUFdRjmep",pos,
@nur_fazlin27 @Kfaizureen  https://t.co/pK96Ip6xGi  Habislah pendukung2 vaksin covid-19...tu baru jangka pendek belum lg kesan 10-15 akan dtg. Hurmmmm,neg,
"@Taufiiiiq_ @tirta_hudhi Mohon maaf , izin bantu jawab mas hehehe setau saya dokter Tirta pernah nge-tweet vaksin itu gunanya untuk meminimalisir gejala yang ditimbulkan dari virus covid tersebut, jadi misal ada yang kena covid kesempatan buat terkena gejala berat akan menjadi kecil.  salam damai",pos,
Kemenkes: Indonesia Masih Tetap Gunakan Vaksin COVID-19 AstraZeneca  https://t.co/wN0Hvmolcx,netral,
"Tak Rasakan Efek Samping Vaksinasi Covid-19, Bukan Tanda Vaksin Tak Bekerja  https://t.co/GP0GivibYe #TempoGaya",netral,
@ilhamihh @Ryanmhmdnr Pengen di vaksin covid  https://t.co/FyXcC4i9ez,pos,
"Sudah Vaksin, Sejumlah Warga Rembang Tetap Terinfeksi Covid-19  https://t.co/M7wkbAFyu2",neg,
"Penyebab munculnya KIPI dapat dipengaruhi oleh sejumlah faktor. Lantas, apa saja efek samping vaksin Covid-19 yang muncul di Indonesia?  Simak diskusi menariknya dalam Instagram Live @kompasdata #BicaraData dengan #LitbangKompas Senin, 15 Maret 2021. Pukul 19.00 WIB  https://t.co/raDA3JDa06",netral,
"Staf Khusus Menteri BUMN, Erick Thohir, Arya Sinulingga, meminta masyarakat berhati-hati dengan munculnya hoaks formulir vaksin Covid-19.  https://t.co/0q1FXTbDM6 #TempoBisnis",netral,
Vaksin Covid-19 yang akan digunakan untuk vaksinasi gotong royong harus berbeda jenis dan mereknya dengan vaksin program pemerintah.  https://t.co/VqeYWUnSRn,netral,
"Pemerintah Kota Sukabumi saat ini tengah gencar melakukan vaksinasi covid - 19. Hingga Jumat lalu, para tenaga pendidik diantaranya guru madrasah telah mendapatkan dosis pertama vaksin covid - 19. #107tahunKotaSukabumi  https://t.co/Kerz4ZUrwP",netral,
Menkes: Prioritas Pemberian Vaksin  Covid-19 Berbasis Risiko  https://t.co/m2LPMCvOX3  https://t.co/SM6bPbpsyl,netral,
"""Berani Vaksin Berani Sehat, Siap Divaksin Saat Vaksin Siap"" Rombongan Perangkat @DsGentengwetan @kecgenteng Ikuti Vaksinasi Covid 19 Bagi Petugas Pelayanan Publik untuk Perangkat Desa ""Vaksin Covid 19 Aman dan Halal""  https://t.co/qHhez3YuYR",pos,
"@collegemenfess Gak, sekarang aja kasus covid masih naik turun dan vaksin itu bukan obat, tetep harus waspada juga. Apalagi nanti mau lebaran, takut ada klaster baru",pos,
"Vaksinasi Covid 19 Bagi Petugas Pelayanan Publik Perangkat Desa Bersama Kades Kembiritan dan Kades @DsGentengwetan di Puskesmas Kembiritan @kecgenteng ""Wujudkan Indonesia Sehat Melalui Vaksinasi Covid 19, Vaksin Amal dan Halal""  https://t.co/57uKOafHOL",netral,
"@AndiAnanda88 @TotokSSH @VIVAcoid Vaksin covid itu bkn mmbuat kta kebal thd covid kak,jd ttp bisa terinfeksi covid walau sudah divaksin,tetapi vaksin membuat kta terhindar gejala berat dan fatal,jd kalau msh terinfeksi jdny gejala ringan/tdk brgejala.. Jd walaupun sdh dvaksin,ttp 3M ",pos,
"Layanan Vaksinasi Covid 19 Bagi Petugas Layanan Publik di Poskesdes Curahketangi Setail, Pustu Kaligondo 2 dan di Puskesmas Gentengkulon ""Vaksin Asyiiiik dan Sehat"" @banyuwangi_kab  https://t.co/syafMsT99F",pos,
CEK KEAMANAN VAKSIN COVID-19  . . Tim Patroli Batalyon A Pelopor Satbrimob Polda Sulsel Mengecek Vaksin Covid-19 di Beberapa Puskesmas di Wilayah Kota Makassar  https://t.co/XatlGSXscA,netral,
"@David_Wijaya03 @kurawa @tirta_hudhi Pemerintah seharusnya mengapresiasi Antusiasme Masyarakat untuk segera di Vaksin, menunjukkan bahwa Masyarakat sangat Memperhatikan Kesehatannya. Yang paling Penting bagaimana Pemerintah Menjaga Ketersediaan Vaksin, agar seluruh Rakyat Indonesia mendapatkan Vaksinasi Covid-19.",netral,
Cek Fakta: Belum Terbukti Vaksin Covid-19 AstraZeneca Menyebabkan Pembekuan Darah #MengenalVaksinAstraZeneca #Vaksinasi #Medikasi #FasilitasKesehatan #Vaksin  https://t.co/fEDl7GOR8K  https://t.co/xMZ4nmSVw1,netral,
Awas! Formulir Palsu Vaksin Covid Bisa Curi Data Pribadi  https://t.co/TSC7LvceUl,neg,
IMUNISASI VAKSIN KATANYA PERLU DIGALAKAN UTK MEMERANGI COVID Tapi kenyataannya banyak berita simpang siur dan dari pihak Pemerintah malah lebih cenderung kepada PNS/ASN baik utk Nakes maupun Non-nakes  Rakyat di daerah blusukan sampai sekarang belum ada tanda-tanda utk vaksinasi,neg,
@KemenkesRI Min... kpn vaksin covid 19 di berikan kpd crew kapal pesiar? Kami akan berangkat April 2021,netral,
"""Siap Divaksin Saat Vaksin Siap"" THL Pada Kantor Camat Genteng Ikuti Vaksinasi Covid 19 di Puskesmas Kembiritan @kecgenteng ""Vaksin Aman dan Halal""  https://t.co/DrOBtel0jx",pos,
Mesyuarat Khas Jawatankuasa Muzakarah Majlis Kebangsaan Bagi Hal Ehwal Ugama Islam mengambil ketetapan bahawa hukum penggunaan vaksin COVID-19 adalah HARUS dan ia wajib diambil golongan ditetapkan kerajaan.  @MyHEALTHKKM   #PKPB #KitaTeguhKitaMenang #KomunikasiKita #PsaCOVID19RTM  https://t.co/a8L6xHYZI3,netral,
"""Siap Divaksin Saat Vaksin Siap"" THL Pada Kantor Camat Genteng Ikuti Vaksinasi Covid 19 di Puskesmas Kembiritan @kecgenteng ""Vaksin Aman dan Halal""  https://t.co/aP0tYHJWQY",pos,
"""Vaksin Aman dan Halal, Berani Divaksin Berani Sehat"" Vaksinasi Covid 19 Bagi Petugas Pelayanan Publik THL pada Kantor Camat Genteng di Puskesmas Kembiritan @kecgenteng  https://t.co/e2KIbYYXMh",pos,
Puluhan Owner Objek Wisata KBB Disuntik Vaksin Covid-19  https://t.co/zp3Z5gmn3b,netral,
"""Vaksin Aman dan Halal, Berani Divaksin Berani Sehat"" Vaksinasi Covid 19 Bagi Petugas Pelayanan Publik THL pada Kantor Camat Genteng di Puskesmas Kembiritan @kecgenteng  https://t.co/DHrVhePU4r",pos,
"Min, minta tolong... sampaikan ke pemerintah utk pemberian vaksin covid 19 kpd TKI khususnya crew kapal pesiar yg akan rencana berangkat di bulan depan, April 2021 sesegera mungkin, devisa negara jg kami ini, jgn di lupakan. Tks min.",netral,
"Vaksinasi Covid 19 Bagi Petugas Pelayanan Publik Perangkat Desa Bersama Kades @DsGentengwetan di Puskesmas Kembiritan @kecgenteng ""Wujudkan Indonesia Sehat Melalui Vaksinasi Covid 19, Vaksin Amal dan Halal""  https://t.co/QJgtxJNx2l",pos,
"""Vaksin Aman dan Halal, Berani Divaksin Berani Sehat"" Vaksinasi Covid 19 Bagi Petugas Pelayanan Publik Perangkat Desa Kembiritan Kecamatan Genteng di Puskesmas Kembiritan @kecgenteng  https://t.co/DJ5VKfs0LS",pos,
"Masyarakat Masih Ragu, Pakar Tegaskan Vaksin COVID-19 Aman  https://t.co/lGav9pSO7X",pos,
"""Vaksin Aman dan Halal, Berani Divaksin Berani Sehat"" Vaksinasi Covid 19 Bagi Petugas Pelayanan Publik Perangkat Desa Kembiritan @kecgenteng di Puskesmas Kembiritan Kecamatan Genteng  https://t.co/AgbIZeiQw4",pos,
"Ijin bertanya ya, kpn seniman jakarta dpt vaksin covid-19 gratis ka @DisparbudDKI , masalahnya daerah2 lain sdh melaksanakan, trima ksh ",netral,
Btw aku ngga berubah jadi titan kok gaiiiss wkwk insya Allah vaksin untuk covid aman yaa. Paling cuma abis vaksin kerasa lebih laper dan ngantuk tapi itu normal ,pos,
"@VIVAcoid Di vaksin tetep kena covid, gak beda dng tanpa di vaksin. Jng2 negare dikadalin ame biang tukang bikin covid.",neg,
"@Beritasatu lho... katanya ada sejuta lebih dosis vaksin covid-19 terancam kedaluarsa akhir maret ini. ayo kerja yg bener, jangan kebanyakan atraksi.",pos,
"katanya kan efek vaksin covid tuh jadi ngantuk sama laper mulu, ini gimana ya gue blm vaksin tapi udah kelaperan duluan. sampe sore ini aja udh makan berat 3x",netral,
"China Bergabung, Persaingan Distribusi Vaksin Covid-19 Makin Panas – Okezone –  https://t.co/0CQKZzTNRL  https://t.co/SQ88R20WI3",netral,
"China Bergabung, Persaingan Distribusi Vaksin Covid-19 Makin Panas – Okezone  https://t.co/hy4JASTo5F",netral,
"Aku belum vaksin ini, huhu klo mau umroh persyaratan sekarang juga harus vaksin.. mau masuk indonesia saja ribet,  Satu kata... i miss the world before covid.",neg,
[POPULER SAINS] Timbunan Sampah di Bulan | Cara Varian N439K Lebih Menular dan Kebal Vaksin Covid-19  #CTBot Adrop Ram 11.7 tatm 10   https://t.co/lB797XA92o,netral,
Menkes Sebut Lambatnya Proses Vaksinasi Covid-19 karena Minimnya Ketersediaan Vaksin  https://t.co/uI2Rg9uPwv  https://t.co/NgAl7BixqR,netral,
"Tiga tenaga kesehatan di Norwegia yang baru saja menerima vaksin COVID-19 AstraZeneca kini dirawat di rumah sakit akibat pendarahan, penggumpalan darah dan penurunan jumlah trombosit, menurut otoritas kesehatan Norwegia, Sabtu (13/3).   https://t.co/uGhlQ4UceM",neg,
AZAH apa kaitan vaksin dgn ekonomi Sekarang lun covid sudah  menurun bkn pasal vaksin dah masuk,netral,
Jadual Dos Vaksin COVID-19 diperolehi Malaysia.  'Yang sahih di Berita RTM'  @beritartm  #PKPB #KitaTeguhKitaMenang #KomunikasiKita #PsaCOVID19RTM  https://t.co/XSS7lnk1Sn,netral,
"Ternyata Wanita Responnya Lebih Kuat Terhadap Vaksin Covid-19 Dibandingkan Pria, Simak Penjelasannya  https://t.co/zrJvJGEIfY",netral,
Video Conference Terkait Tindak Lanjut Pelaksanaan Pemberian Vaksin Covid-19 di Lingkungan TNI AD⁣⁣⁣⁣⁣⁣⁣  ⁣⁣⁣⁣⁣⁣#TNIADMengabdiDanMembangunBersamaRakyat #reposttniad  https://t.co/l1SIFeHXIV,netral,
WHO Minta Penggunaan Vaksin COVID-19 AstraZeneca Tetap Dilanjutkan  https://t.co/N3gQAM6lwi,netral,
"Stlh 55 hari 0 case, pecah telor lagi untuk yg kesekian kalinya. Dan kali ini orgnya udah divaksin, di hari ke-10 stlh vaksin eh kena covid dari returned traveller yg dikarantina di hotel. Katanya vaksin baru efektif stlh 12 hari. Malang nian kena di hari ke-10 😞",neg,
Kadiskes Pekanbaru Katakan Pihaknya Siapkan 1500 Dosis Vaksin Covid-19 Untuk Lansia  https://t.co/NQeINy8P5y,netral,
Kadiskes Pekanbaru Katakan Pihaknya Siapkan 1500 Dosis Vaksin Covid-19 Untuk Lansia  https://t.co/UP6FL8xZw2,netral,
WHO Selidiki Laporan Pembekuan Darah Akibat Vaksin Covid-19 Astrazeneca  https://t.co/9qT8mUBsDE,neg,
Pemerintah terus mengupayakan keamanan vaksin Covid-19 yang akan digunakan dalam menyukseskan program vaksinasi Nasional. BPOM sebelumnya telah menerbitkan persetujuan izin penggunaan darurat vaksin AstraZeneca bernomor EUA 2158100143A1 pada 22 Februari 202  https://t.co/IF4sAReGOQ,netral,
Dinkes Cianjur Minta Penambahan Dosis Vaksin Covid-19  https://t.co/Af67lOQtrF,netral,
Buruh Direncanakan Divaksin Gelombang Ketiga pada Mei #vaksinasi #vaksincovid #covid19 #VaksinasiBerdampakBaik #VaksinasiNasional #cianjur #manjurdotco   https://t.co/KuQ5KJIPKM,netral,
"Data 14 Maret 2021: 4.020.124 Orang Telah Divaksinasi Covid-19 Dosis 1: Hingga hari ini, Minggu (14/3), 4.020.124 orang yang telah menerima vaksin Covid-19 dosis pertama.  https://t.co/iY8tcDTh9a",pos,
"Organisasi Kesehatan Dunia (WHO) mengatakan bahwa vaksin COVID-19, AstraZeneca, aman digunakan.  AstraZeneca disebut sama dengan vaksin-vaksin lainnya, serta tidak ada hubungan sebab akibat antara vaksin AstraZeneca dengan pembekuan darah.  #StayFitForLife #AkhirPekan  https://t.co/Ys2cO5JFsN",pos,
